Gender, Martial_Status, checking_account, Duration, Credit_history, Purpose, Credit_amount, Saving_Account, Employment, Installment, Debtors, Residence, Propety, Age, Other_installment, Housing, Credits, Job, Number_of_People, Telephone, Foreign_worker, Type_of_customer
female, divorced/separated/married, 0-200 DM, 48, all paid back duly, others, 18424, <100 DM, 1-4 years, 1, none, 2, society saving agreement, 32, bank, own, 1, manager/self-employed, 1, yes, no, 2
male, single, no account, 10, existing paid back duly till now, used car, 2848, <100-500 DM, 1-4 years, 1, co-applicant, 2, real estate, 32, none, own, 1, skilled employee, 2, none, yes, 1
male, single, 0 DM, 6, existing paid back duly till now, new car, 14896, <100 DM, >= 7 years, 1, none, 4, np property, 68, bank, own, 1, manager/self-employed, 1, yes, yes, 2
male, divorced/separated, 0 DM, 24, existing paid back duly till now, furniture/equipment, 2359, <100-500 DM, unemplyed, 1, none, 1, society saving agreement, 33, none, own, 1, skilled employee, 1, none, yes, 2
male, single, 0 DM, 24, existing paid back duly till now, furniture/equipment, 3345, <100 DM, >= 7 years, 4, none, 2, society saving agreement, 39, none, rent, 1, manager/self-employed, 1, yes, yes, 2
female, divorced/separated/married, no account, 18, other credits existing, furniture/equipment, 1817, <100 DM, 1-4 years, 4, none, 2, np property, 28, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 48, delay in paying off, radio/television, 12749, <500-1000 DM, 4-7 years, 4, none, 1, other, 37, none, own, 1, manager/self-employed, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 9, existing paid back duly till now, radio/television, 1366, <100 DM, <1 year, 3, none, 4, society saving agreement, 22, none, rent, 1, skilled employee, 1, none, yes, 2
male, single, 0-200 DM, 12, existing paid back duly till now, new car, 2002, <100 DM, 4-7 years, 3, none, 4, society saving agreement, 30, none, rent, 1, skilled employee, 2, yes, yes, 1
male, divorced/separated, 0 DM, 24, all at this bank paid back duly, furniture/equipment, 6872, <100 DM, <1 year, 2, none, 1, society saving agreement, 55, bank, own, 1, skilled employee, 1, yes, yes, 2
male, single, 0 DM, 12, all at this bank paid back duly, new car, 697, <100 DM, <1 year, 4, none, 2, other, 46, bank, own, 2, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, 0 DM, 18, other credits existing, furniture/equipment, 1049, <100 DM, <1 year, 4, none, 4, society saving agreement, 21, none, rent, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 48, existing paid back duly till now, used car, 10297, <100 DM, 4-7 years, 4, none, 4, np property, 39, stores, for free, 3, skilled employee, 2, yes, yes, 2
male, single, no account, 30, existing paid back duly till now, radio/television, 1867, unknown, >= 7 years, 4, none, 4, other, 58, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 12, delay in paying off, new car, 1344, <100 DM, 1-4 years, 4, none, 2, real estate, 43, none, own, 2, unskilled resident, 2, none, yes, 1
male, single, 0 DM, 24, existing paid back duly till now, furniture/equipment, 1747, <100 DM, <1 year, 4, co-applicant, 1, society saving agreement, 24, none, own, 1, unskilled resident, 1, none, no, 1
female, divorced/separated/married, 0-200 DM, 9, existing paid back duly till now, radio/television, 1670, <100 DM, <1 year, 4, none, 2, other, 22, none, own, 1, skilled employee, 1, yes, yes, 2
male, single, no account, 9, other credits existing, new car, 1224, <100 DM, 1-4 years, 3, none, 1, real estate, 30, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 12, other credits existing, radio/television, 522, <500-1000 DM, >= 7 years, 4, none, 4, society saving agreement, 42, none, own, 2, skilled employee, 2, yes, yes, 1
female, divorced/separated/married, 0 DM, 12, existing paid back duly till now, radio/television, 1498, <100 DM, 1-4 years, 4, none, 1, other, 23, bank, own, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 30, delay in paying off, radio/television, 1919, <100-500 DM, <1 year, 4, none, 3, np property, 30, stores, own, 2, manager/self-employed, 1, none, yes, 2
female, divorced/separated/married, >=200 DM, 9, existing paid back duly till now, radio/television, 745, <100 DM, 1-4 years, 3, none, 2, real estate, 28, none, own, 1, unskilled resident, 1, none, yes, 2
male, married/widowed, 0-200 DM, 6, existing paid back duly till now, radio/television, 2063, <100 DM, <1 year, 4, none, 3, other, 30, none, rent, 1, manager/self-employed, 1, yes, yes, 1
male, single, 0-200 DM, 60, existing paid back duly till now, education, 6288, <100 DM, 1-4 years, 4, none, 4, np property, 42, none, for free, 1, skilled employee, 1, none, yes, 2
male, single, no account, 24, other credits existing, used car, 6842, unknown, 1-4 years, 2, none, 4, society saving agreement, 46, none, own, 2, manager/self-employed, 2, yes, yes, 1
male, single, no account, 12, existing paid back duly till now, new car, 3527, unknown, <1 year, 2, none, 3, society saving agreement, 45, none, own, 1, manager/self-employed, 2, yes, yes, 1
male, single, no account, 10, existing paid back duly till now, new car, 1546, <100 DM, 1-4 years, 3, none, 2, real estate, 31, none, own, 1, unskilled resident, 2, none, no, 1
male, single, no account, 24, existing paid back duly till now, furniture/equipment, 929, unknown, 4-7 years, 4, none, 2, other, 31, stores, own, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 4, other credits existing, new car, 1455, <100 DM, 4-7 years, 2, none, 1, real estate, 42, none, own, 3, unskilled resident, 2, none, yes, 1
female, divorced/separated/married, 0 DM, 15, existing paid back duly till now, furniture/equipment, 1845, <100 DM, <1 year, 4, guarantor, 1, society saving agreement, 46, none, rent, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 48, all paid back duly, new car, 8358, <500-1000 DM, <1 year, 1, none, 1, other, 30, none, own, 2, skilled employee, 1, none, yes, 1
male, single, 0 DM, 24, all at this bank paid back duly, furniture/equipment, 3349, <500-1000 DM, <1 year, 4, none, 4, np property, 30, none, for free, 1, skilled employee, 2, yes, yes, 2
male, single, no account, 12, existing paid back duly till now, new car, 2859, unknown, unemplyed, 4, none, 4, np property, 38, none, own, 1, manager/self-employed, 1, yes, yes, 1
male, married/widowed, no account, 18, existing paid back duly till now, furniture/equipment, 1533, <100 DM, <1 year, 4, co-applicant, 1, society saving agreement, 43, none, own, 1, unskilled resident, 2, none, yes, 2
male, single, no account, 24, existing paid back duly till now, radio/television, 3621, <100-500 DM, >= 7 years, 2, none, 4, other, 31, none, own, 2, skilled employee, 1, none, yes, 2
male, married/widowed, 0-200 DM, 18, other credits existing, business, 3590, <100 DM, unemplyed, 3, none, 3, other, 40, none, own, 3, unskilled non-resident, 2, yes, yes, 1
male, single, 0 DM, 36, delay in paying off, business, 2145, <100 DM, 4-7 years, 2, none, 1, other, 24, none, own, 2, skilled employee, 1, yes, yes, 2
female, divorced/separated/married, 0-200 DM, 24, existing paid back duly till now, used car, 4113, <500-1000 DM, <1 year, 3, none, 4, other, 28, none, rent, 1, skilled employee, 1, none, yes, 2
female, divorced/separated/married, no account, 36, existing paid back duly till now, furniture/equipment, 10974, <100 DM, unemplyed, 4, none, 2, other, 26, none, own, 2, manager/self-employed, 1, yes, yes, 2
female, divorced/separated/married, 0 DM, 12, existing paid back duly till now, new car, 1893, <100 DM, 1-4 years, 4, guarantor, 4, society saving agreement, 29, none, own, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 24, other credits existing, radio/television, 1231, >=100 DM, >= 7 years, 4, none, 4, society saving agreement, 57, none, rent, 2, manager/self-employed, 1, yes, yes, 1
male, single, >=200 DM, 30, other credits existing, radio/television, 3656, unknown, >= 7 years, 4, none, 4, society saving agreement, 49, stores, own, 2, unskilled resident, 1, none, yes, 1
male, single, 0-200 DM, 9, other credits existing, radio/television, 1154, <100 DM, >= 7 years, 2, none, 4, real estate, 37, none, own, 3, unskilled resident, 1, none, yes, 1
male, single, 0 DM, 28, existing paid back duly till now, new car, 4006, <100 DM, 1-4 years, 3, none, 2, other, 45, none, own, 1, unskilled resident, 1, none, yes, 2
male, single, 0-200 DM, 24, existing paid back duly till now, furniture/equipment, 3069, <100-500 DM, >= 7 years, 4, none, 4, np property, 30, none, for free, 1, skilled employee, 1, none, yes, 1
male, married/widowed, no account, 6, other credits existing, radio/television, 1740, <100 DM, >= 7 years, 2, none, 2, real estate, 30, none, rent, 2, skilled employee, 1, none, yes, 1
male, divorced/separated, 0-200 DM, 21, delay in paying off, new car, 2353, <100 DM, 1-4 years, 1, none, 4, society saving agreement, 47, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 15, existing paid back duly till now, new car, 3556, unknown, 1-4 years, 3, none, 2, np property, 29, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 24, existing paid back duly till now, radio/television, 2397, <500-1000 DM, >= 7 years, 3, none, 2, other, 35, bank, own, 2, skilled employee, 1, yes, yes, 2
male, married/widowed, 0-200 DM, 6, existing paid back duly till now, repairs, 454, <100 DM, <1 year, 3, none, 1, society saving agreement, 22, none, own, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 30, existing paid back duly till now, radio/television, 1715, unknown, 1-4 years, 4, none, 1, other, 26, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 27, other credits existing, radio/television, 2520, <500-1000 DM, 1-4 years, 4, none, 2, society saving agreement, 23, none, own, 2, unskilled resident, 1, none, yes, 2
female, divorced/separated/married, no account, 15, existing paid back duly till now, radio/television, 3568, <100 DM, >= 7 years, 4, none, 2, other, 54, bank, rent, 1, manager/self-employed, 1, yes, yes, 1
male, married/widowed, no account, 42, existing paid back duly till now, radio/television, 7166, unknown, 4-7 years, 2, none, 4, society saving agreement, 29, none, rent, 1, skilled employee, 1, yes, yes, 1
male, single, 0 DM, 11, other credits existing, new car, 3939, <100 DM, 1-4 years, 1, none, 2, real estate, 40, none, own, 2, unskilled resident, 2, none, yes, 1
male, single, 0-200 DM, 15, existing paid back duly till now, repairs, 1514, <100-500 DM, 1-4 years, 4, guarantor, 2, real estate, 22, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 24, existing paid back duly till now, new car, 7393, <100 DM, 1-4 years, 1, none, 4, society saving agreement, 43, none, own, 1, unskilled resident, 2, none, yes, 1
female, divorced/separated/married, 0 DM, 24, all at this bank paid back duly, new car, 1193, <100 DM, unemplyed, 1, co-applicant, 4, np property, 29, none, rent, 2, unskilled non-resident, 1, none, yes, 2
male, single, 0 DM, 60, existing paid back duly till now, business, 7297, <100 DM, >= 7 years, 4, co-applicant, 4, np property, 36, none, rent, 1, skilled employee, 1, none, yes, 2
female, divorced/separated/married, no account, 30, other credits existing, radio/television, 2831, <100 DM, 1-4 years, 4, none, 2, other, 33, none, own, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, >=200 DM, 24, existing paid back duly till now, radio/television, 1258, <500-1000 DM, 1-4 years, 3, none, 3, other, 57, none, own, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 6, existing paid back duly till now, radio/television, 753, <100 DM, 1-4 years, 2, guarantor, 3, real estate, 64, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 18, delay in paying off, business, 2427, unknown, >= 7 years, 4, none, 2, society saving agreement, 42, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 24, delay in paying off, new car, 2538, <100 DM, >= 7 years, 4, none, 4, other, 47, none, own, 2, unskilled resident, 2, none, yes, 2
male, married/widowed, 0-200 DM, 15, all at this bank paid back duly, new car, 1264, <100-500 DM, 1-4 years, 2, none, 2, society saving agreement, 25, none, rent, 1, skilled employee, 1, none, yes, 2
male, single, 0-200 DM, 30, other credits existing, furniture/equipment, 8386, <100 DM, 4-7 years, 2, none, 2, society saving agreement, 49, none, own, 1, skilled employee, 1, none, yes, 2
male, single, no account, 48, existing paid back duly till now, business, 4844, <100 DM, unemplyed, 3, none, 2, other, 33, bank, rent, 1, manager/self-employed, 1, yes, yes, 2
female, divorced/separated/married, >=200 DM, 21, existing paid back duly till now, new car, 2923, <100-500 DM, 1-4 years, 1, none, 1, other, 28, bank, own, 1, manager/self-employed, 1, yes, yes, 1
male, single, 0 DM, 36, existing paid back duly till now, used car, 8229, <100 DM, 1-4 years, 2, none, 2, society saving agreement, 26, none, own, 1, skilled employee, 2, none, yes, 2
male, single, no account, 24, other credits existing, furniture/equipment, 2028, <100 DM, 4-7 years, 2, none, 2, society saving agreement, 30, none, own, 2, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 15, other credits existing, furniture/equipment, 1433, <100 DM, 1-4 years, 4, none, 3, society saving agreement, 25, none, rent, 2, skilled employee, 1, none, yes, 1
male, divorced/separated, >=200 DM, 42, all paid back duly, business, 6289, <100 DM, <1 year, 2, none, 1, society saving agreement, 33, none, own, 2, skilled employee, 1, none, yes, 1
female, divorced/separated/married, no account, 13, existing paid back duly till now, radio/television, 1409, <100-500 DM, unemplyed, 2, none, 4, real estate, 64, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 24, existing paid back duly till now, used car, 6579, <100 DM, unemplyed, 4, none, 2, np property, 29, none, for free, 1, manager/self-employed, 1, yes, yes, 1
male, single, 0-200 DM, 24, other credits existing, radio/television, 1743, <100 DM, >= 7 years, 4, none, 2, society saving agreement, 48, none, own, 2, unskilled resident, 1, none, yes, 1
male, single, no account, 12, other credits existing, education, 3565, unknown, <1 year, 2, none, 1, society saving agreement, 37, none, own, 2, unskilled resident, 2, none, yes, 1
male, single, no account, 15, all at this bank paid back duly, radio/television, 1569, <100-500 DM, >= 7 years, 4, none, 4, other, 34, bank, own, 1, unskilled resident, 2, none, yes, 1
